原句,分词,词频,关键词(TF-IDF),关键词(TextRank),关键词(我们的方法)
全力做强创新引擎，打造自主创新新高地。科学技术从来没有像今天这样深刻影响着国家前途命运，从来没有像今天这样深刻影响着人民幸福安康。我国经济社会发展比过去任何时候都更加需要科学技术解决方案，更加需要增强创新这个第一动力。要面向世界科技前沿、面向经济主战场、面向国家重大需求、面向人民生命健康，加强基础研究和应用基础研究，打好关键核心技术攻坚战，加速科技成果向现实生产力转化，提升产业链水平，为确保全国产业链供应链稳定多作新贡献。,面向,3,面向,面向,创新
,创新,3,深刻影响,深刻影响,发展
,需要,2,创新,创新,经济
,这样,2,产业链,产业链,国家
,科学技术,2,科学技术,科学技术,我国
,研究,2,科技前沿,科技前沿,加强
,深刻影响,2,从来,从来,研究
,没有,2,做强,做强,自主
,更加,2,面向世界,面向世界,基础
,基础,2,更加,更加,关键
,国家,2,人民,人民,重大
,从来,2,科技成果,科技成果,核心技术
,今天,2,主战场,主战场,提升
,人民,2,攻坚战,攻坚战,人民
,产业链,2,今天,今天,应用
,面向世界,1,,,
,需求,1,,,
,重大,1,,,
,这个,1,,,
,过去,1,,,
,转化,1,,,
,贡献,1,,,
,解决方案,1,,,
,自主,1,,,
,经济社会,1,,,
,经济,1,,,
,第一,1,,,
,稳定,1,,,
,科技成果,1,,,
,科技前沿,1,,,
,确保,1,,,
,生命,1,,,
,生产力,1,,,
,现实,1,,,
,水平,1,,,
,核心技术,1,,,
,时候,1,,,
,新高,1,,,
,攻坚战,1,,,
,提升,1,,,
,打造,1,,,
,我国,1,,,
,引擎,1,,,
,应用,1,,,
,幸福,1,,,
,安康,1,,,
,多作,1,,,
,增强,1,,,
,命运,1,,,
,发展,1,,,
,动力,1,,,
,加速,1,,,
,加强,1,,,
,前途,1,,,
,关键,1,,,
,全国,1,,,
,全力,1,,,
,健康,1,,,
,做强,1,,,
,供应链,1,,,
,任何,1,,,
,主战场,1,,,
,,,,,
浦东要在基础科技领域作出大的创新，在关键核心技术领域取得大的突破，更好发挥科技创新策源功能。要优化创新创业生态环境，疏通基础研究、应用研究和产业化双向链接的快车道。要聚焦关键领域发展创新型产业，加快在集成电路、生物医药、人工智能等领域打造世界级产业集群。要深化科技创新体制改革，发挥企业在技术创新中的主体作用，同长三角地区产业集群加强分工协作，突破一批核心部件、推出一批高端产品、形成一批中国标准。要积极参与、牵头组织国际大科学计划和大科学工程，开展全球科技协同创新。,创新,5,创新,创新,创新
,领域,3,一批,一批,科技
,科技,3,科技,科技,发展
,产业,3,集群,集群,加快
,一批,3,产业,产业,加强
,集群,2,领域,领域,产业
,突破,2,发挥,发挥,科学
,科学,2,关键,关键,中国
,研究,2,主体作用,主体作用,领域
,基础,2,策源,策源,企业
,发挥,2,科技领域,科技领域,研究
,关键,2,突破,突破,国际
,高端,1,科学,科学,基础
,集成电路,1,核心部件,核心部件,关键
,长三角,1,分工协作,分工协作,全球
,链接,1,,,
,计划,1,,,
,聚焦,1,,,
,组织,1,,,
,策源,1,,,
,积极参与,1,,,
,科技领域,1,,,
,疏通,1,,,
,生物医药,1,,,
,生态环境,1,,,
,牵头,1,,,
,深化,1,,,
,浦东,1,,,
,核心部件,1,,,
,核心技术,1,,,
,标准,1,,,
,更好,1,,,
,推出,1,,,
,技术创新,1,,,
,打造,1,,,
,快车道,1,,,
,形成,1,,,
,开展,1,,,
,应用,1,,,
,工程,1,,,
,地区,1,,,
,国际,1,,,
,取得,1,,,
,发展,1,,,
,双向,1,,,
,协同,1,,,
,加快,1,,,
,加强,1,,,
,功能,1,,,
,创新型,1,,,
,创业,1,,,
,分工协作,1,,,
,全球,1,,,
,作出,1,,,
,体制改革,1,,,
,优化,1,,,
,企业,1,,,
,人工智能,1,,,
,产品,1,,,
,产业化,1,,,
,主体作用,1,,,
,中国,1,,,
,世界级,1,,,
,,,,,
要建立促进产学研有效衔接、跨区域通力合作的体制机制，加紧布局一批重大创新平台，加快突破一批关键核心技术，强化关键环节、关键领域、关键产品的保障能力。要推动科技创新中心和综合性国家实验室建设，提升原始创新能力和水平。要强化企业创新主体地位，打造有国际竞争力的先进制造业集群，打造自主可控、安全高效并为全国服务的产业链供应链。,创新,3,关键,关键,创新
,关键,3,创新,创新,科技
,打造,2,打造,打造,建设
,强化,2,强化,强化,国家
,一批,2,一批,一批,推动
,高效,1,产学研,产学研,加快
,领域,1,通力合作,通力合作,领域
,集群,1,关键环节,关键环节,企业
,重大,1,供应链,供应链,国际
,通力合作,1,核心技术,核心技术,自主
,衔接,1,创新能力,创新能力,关键
,自主,1,可控,可控,重大
,能力,1,集群,集群,突破
,综合性,1,衔接,衔接,核心技术
,竞争力,1,加紧,加紧,提升
,突破,1,,,
,科技,1,,,
,水平,1,,,
,核心技术,1,,,
,机制,1,,,
,服务,1,,,
,有效,1,,,
,提升,1,,,
,推动,1,,,
,建设,1,,,
,建立,1,,,
,平台,1,,,
,布局,1,,,
,实验室,1,,,
,安全,1,,,
,地位,1,,,
,国际,1,,,
,国家,1,,,
,可控,1,,,
,原始,1,,,
,区域,1,,,
,加紧,1,,,
,加快,1,,,
,制造业,1,,,
,创新能力,1,,,
,关键环节,1,,,
,全国,1,,,
,先进,1,,,
,保障,1,,,
,促进,1,,,
,供应链,1,,,
,体制,1,,,
,企业,1,,,
,产学研,1,,,
,产品,1,,,
,产业链,1,,,
,主体,1,,,
,中心,1,,,
,,,,,
我们将大力推动科技创新，打造经济发展新动能。当前，新一轮科技革命和产业变革加速发展，科技对提高社会生产力的贡献更加凸显。中国坚持把创新作为引领发展的第一动力，推进创新驱动发展战略，取得显著成就。随着中国进入新发展阶段，支撑发展的要素条件发生了深刻变化，必须实现依靠创新驱动的内涵型增长。我们将依托超大规模市场优势和完备产业体系，加速科技成果向现实生产力转化，打造科技、教育、产业、金融紧密融合的创新体系，不断提升产业链水平，为中国经济长远发展提供有力支撑。,发展,7,创新,创新,创新
,创新,5,发展,发展,科技
,科技,4,科技,科技,发展
,产业,3,产业,产业,经济
,中国,3,打造,打造,推动
,驱动,2,生产力,生产力,产业
,经济,2,驱动,驱动,我们
,生产力,2,加速,加速,中国
,支撑,2,体系,体系,战略
,打造,2,支撑,支撑,实现
,我们,2,超大规模,超大规模,体系
,加速,2,科技成果,科技成果,社会
,体系,2,中国,中国,推进
,革命,1,内涵,内涵,坚持
,随着,1,凸显,凸显,提高
,阶段,1,,,
,长远,1,,,
,金融,1,,,
,进入,1,,,
,转化,1,,,
,超大规模,1,,,
,贡献,1,,,
,要素,1,,,
,融合,1,,,
,紧密,1,,,
,第一,1,,,
,科技成果,1,,,
,社会,1,,,
,现实,1,,,
,深刻,1,,,
,水平,1,,,
,条件,1,,,
,有力,1,,,
,更加,1,,,
,显著,1,,,
,新一轮,1,,,
,教育,1,,,
,提高,1,,,
,提升,1,,,
,提供,1,,,
,推进,1,,,
,推动,1,,,
,战略,1,,,
,成就,1,,,
,必须,1,,,
,当前,1,,,
,引领,1,,,
,市场,1,,,
,实现,1,,,
,完备,1,,,
,大力,1,,,
,增长,1,,,
,坚持,1,,,
,变革,1,,,
,变化,1,,,
,取得,1,,,
,发生,1,,,
,动能,1,,,
,动力,1,,,
,凸显,1,,,
,内涵,1,,,
,依靠,1,,,
,依托,1,,,
,作为,1,,,
,优势,1,,,
,产业链,1,,,
,不断,1,,,
,,,,,
当前，全球新一轮科技革命和产业变革深入推进，信息技术日新月异。5G与工业互联网的融合将加速数字中国、智慧社会建设，加速中国新型工业化进程，为中国经济发展注入新动能，为疫情阴霾笼罩下的世界经济创造新的发展机遇。希望与会代表围绕“智联万物、融创未来”主题，深入交流，凝聚共识，增进合作，更好赋能实体、服务社会、造福人民。,中国,3,深入,深入,科技
,经济,2,智联,智联,发展
,社会,2,加速,加速,建设
,深入,2,5G,5G,经济
,发展,2,融创,融创,产业
,加速,2,赋能,赋能,合作
,革命,1,与会代表,与会代表,中国
,阴霾,1,日新月异,日新月异,世界
,造福,1,造福,造福,数字
,进程,1,中国,中国,社会
,赋能,1,阴霾,阴霾,推进
,融合,1,社会,社会,全球
,融创,1,增进,增进,融合
,笼罩,1,凝聚,凝聚,人民
,科技,1,信息技术,信息技术,变革
,疫情,1,,,
,注入,1,,,
,机遇,1,,,
,未来,1,,,
,服务,1,,,
,更好,1,,,
,智联,1,,,
,智慧,1,,,
,日新月异,1,,,
,新型,1,,,
,新一轮,1,,,
,数字,1,,,
,推进,1,,,
,当前,1,,,
,建设,1,,,
,希望,1,,,
,工业化,1,,,
,工业,1,,,
,实体,1,,,
,增进,1,,,
,围绕,1,,,
,合作,1,,,
,变革,1,,,
,动能,1,,,
,创造,1,,,
,凝聚,1,,,
,共识,1,,,
,全球,1,,,
,信息技术,1,,,
,人民,1,,,
,产业,1,,,
,交流,1,,,
,互联网,1,,,
,主题,1,,,
,世界,1,,,
,与会代表,1,,,
,万物,1,,,
,5G,1,,,
,,,,,
疫情激发了5G、人工智能、智慧城市等新技术、新业态、新平台蓬勃兴起，网上购物、在线教育、远程医疗等“非接触经济”全面提速，为经济发展提供了新路径。我们要主动应变、化危为机，深化结构性改革，以科技创新和数字化变革催生新的发展动能。我们要为数字经济营造有利发展环境，加强数据安全合作，加强数字基础设施建设，为各国科技企业创造公平竞争环境。,经济,3,数字,数字,创新
,发展,3,数据安全,数据安全,科技
,科技,2,5G,5G,发展
,环境,2,在线教育,在线教育,技术
,数字,2,化危,化危,建设
,我们,2,为机,为机,经济
,加强,2,科技,科技,加强
,远程,1,发展,发展,我们
,路径,1,经济,经济,合作
,购物,1,加强,加强,企业
,蓬勃,1,环境,环境,数字
,营造,1,公平竞争,公平竞争,人工智能
,网上,1,蓬勃,蓬勃,变革
,结构性,1,人工智能,人工智能,全面
,疫情,1,业态,业态,改革
,激发,1,,,
,深化,1,,,
,有利,1,,,
,智慧,1,,,
,数据安全,1,,,
,数字化,1,,,
,改革,1,,,
,提速,1,,,
,提供,1,,,
,接触,1,,,
,技术,1,,,
,建设,1,,,
,应变,1,,,
,平台,1,,,
,基础设施,1,,,
,城市,1,,,
,在线教育,1,,,
,合作,1,,,
,各国,1,,,
,变革,1,,,
,医疗,1,,,
,化危,1,,,
,动能,1,,,
,创造,1,,,
,创新,1,,,
,兴起,1,,,
,公平竞争,1,,,
,全面,1,,,
,催生,1,,,
,企业,1,,,
,人工智能,1,,,
,主动,1,,,
,为机,1,,,
,业态,1,,,
,5G,1,,,
,,,,,
当今世界，新一轮科技革命和产业变革方兴未艾，带动数字技术快速发展。新冠肺炎疫情发生以来，远程医疗、在线教育、共享平台、协同办公等得到广泛应用，互联网对促进各国经济复苏、保障社会运行、推动国际抗疫合作发挥了重要作用。,革命,1,新冠,新冠,科技
,重要,1,在线教育,在线教育,发展
,远程,1,抗疫,抗疫,技术
,运行,1,方兴未艾,方兴未艾,经济
,肺炎,1,当今世界,当今世界,推动
,经济,1,肺炎,肺炎,产业
,科技,1,共享,共享,合作
,社会,1,远程,远程,国际
,疫情,1,疫情,疫情,数字
,方兴未艾,1,办公,办公,重要
,新冠,1,协同,协同,社会
,新一轮,1,广泛应用,广泛应用,发挥
,数字,1,变革,变革,促进
,推动,1,新一轮,新一轮,作用
,抗疫,1,互联网,互联网,变革
,技术,1,,,
,快速,1,,,
,得到,1,,,
,当今世界,1,,,
,广泛应用,1,,,
,平台,1,,,
,带动,1,,,
,复苏,1,,,
,在线教育,1,,,
,国际,1,,,
,合作,1,,,
,各国,1,,,
,变革,1,,,
,发生,1,,,
,发挥,1,,,
,发展,1,,,
,协同,1,,,
,医疗,1,,,
,办公,1,,,
,共享,1,,,
,保障,1,,,
,促进,1,,,
,作用,1,,,
,以来,1,,,
,产业,1,,,
,互联网,1,,,
,,,,,
中国愿同世界各国一道，把握信息革命历史机遇，培育创新发展新动能，开创数字合作新局面，打造网络安全新格局，构建网络空间命运共同体，携手创造人类更加美好的未来。,革命,1,网络空间,网络空间,创新
,美好,1,愿同,愿同,发展
,网络空间,1,网络安全,网络安全,合作
,网络安全,1,新格局,新格局,中国
,构建,1,共同体,共同体,世界
,机遇,1,携手,携手,数字
,未来,1,动能,动能,人类
,更加,1,美好,美好,创造
,新格局,1,构建,构建,革命
,数字,1,开创,开创,各国
,携手,1,机遇,机遇,更加
,把握,1,打造,打造,构建
,打造,1,培育,培育,培育
,愿同,1,命运,命运,打造
,开创,1,把握,把握,机遇
,局面,1,,,
,培育,1,,,
,命运,1,,,
,合作,1,,,
,各国,1,,,
,发展,1,,,
,历史,1,,,
,动能,1,,,
,创造,1,,,
,创新,1,,,
,共同体,1,,,
,信息,1,,,
,人类,1,,,
,中国,1,,,
,世界,1,,,
,一道,1,,,
,,,,,
提升科技创新，深化数字经济合作。今年是中国－东盟数字经济合作年，中方愿同东盟各国携手合作，抓住新一轮科技革命和产业变革机遇，发挥互补优势，聚焦合作共赢，在智慧城市、5G、人工智能、电子商务、大数据、区块链、远程医疗等领域打造更多新的合作亮点，加强数据安全保护和政策沟通协调，为双方经济社会发展培育更多新动能。中方愿同东盟一道建设中国－东盟信息港，推动数字互联互通，打造“数字丝绸之路”。,合作,5,东盟,东盟,创新
,数字,4,合作,合作,科技
,东盟,4,数字,数字,发展
,经济,2,愿同,愿同,建设
,科技,2,中方,中方,经济
,打造,2,打造,打造,推动
,愿同,2,信息港,信息港,加强
,中方,2,数据安全,数据安全,产业
,中国,2,共赢,共赢,合作
,领域,1,5G,5G,中国
,革命,1,科技,科技,领域
,远程,1,区块,区块,数字
,聚焦,1,互联互通,互联互通,发挥
,经济社会,1,人工智能,人工智能,优势
,电子商务,1,互补,互补,提升
,深化,1,,,
,沟通,1,,,
,机遇,1,,,
,智慧,1,,,
,新一轮,1,,,
,数据安全,1,,,
,数据,1,,,
,政策,1,,,
,携手,1,,,
,提升,1,,,
,推动,1,,,
,抓住,1,,,
,建设,1,,,
,培育,1,,,
,城市,1,,,
,各国,1,,,
,变革,1,,,
,发挥,1,,,
,发展,1,,,
,双方,1,,,
,协调,1,,,
,医疗,1,,,
,区块,1,,,
,动能,1,,,
,加强,1,,,
,创新,1,,,
,共赢,1,,,
,信息港,1,,,
,保护,1,,,
,优势,1,,,
,今年,1,,,
,人工智能,1,,,
,亮点,1,,,
,产业,1,,,
,互补,1,,,
,互联互通,1,,,
,丝绸之路,1,,,
,一道,1,,,
,5G,1,,,
,,,,,
“奋斗者”号研制及海试的成功，标志着我国具有了进入世界海洋最深处开展科学探索和研究的能力，体现了我国在海洋高技术领域的综合实力。从“蛟龙”号、“深海勇士”号到今天的“奋斗者”号，你们以严谨科学的态度和自立自强的勇气，践行“严谨求实、团结协作、拼搏奉献、勇攀高峰”的中国载人深潜精神，为科技创新树立了典范。希望你们继续弘扬科学精神，勇攀深海科技高峰，为加快建设海洋强国、为实现中华民族伟大复兴的中国梦而努力奋斗，为人类认识、保护、开发海洋不断作出新的更大贡献！,海洋,4,海洋,海洋,创新
,科学,3,奋斗者,奋斗者,科技
,精神,2,深海,深海,建设
,科技,2,科学,科学,加快
,深海,2,严谨,严谨,我国
,我国,2,自立自强,自立自强,科学
,奋斗者,2,勇攀高峰,勇攀高峰,中国
,你们,2,及海试,及海试,领域
,中国,2,勇攀,勇攀,世界
,严谨,2,科技,科技,研究
,高技术,1,求实,求实,实现
,高峰,1,精神,精神,人类
,领域,1,深潜,深潜,能力
,进入,1,努力奋斗,努力奋斗,不断
,载人,1,践行,践行,具有
,践行,1,,,
,贡献,1,,,
,认识,1,,,
,蛟龙,1,,,
,自立自强,1,,,
,能力,1,,,
,综合,1,,,
,继续,1,,,
,研究,1,,,
,研制,1,,,
,深潜,1,,,
,求实,1,,,
,树立,1,,,
,标志,1,,,
,最深处,1,,,
,探索,1,,,
,拼搏,1,,,
,成功,1,,,
,态度,1,,,
,强国,1,,,
,弘扬,1,,,
,开展,1,,,
,开发,1,,,
,建设,1,,,
,希望,1,,,
,实现,1,,,
,实力,1,,,
,奉献,1,,,
,复兴,1,,,
,团结,1,,,
,及海试,1,,,
,协作,1,,,
,勇气,1,,,
,勇攀高峰,1,,,
,勇攀,1,,,
,勇士,1,,,
,努力奋斗,1,,,
,加快,1,,,
,创新,1,,,
,典范,1,,,
,具有,1,,,
,保护,1,,,
,作出,1,,,
,体现,1,,,
,伟大,1,,,
,今天,1,,,
,人类,1,,,
,中华民族,1,,,
,世界,1,,,
,不断,1,,,
,,,,,
要大力发展数字经济，加大新型基础设施投资力度，加快传统产业数字化智能化绿色化改造，促进产业数字化、数字产业化。要推广先进适用技术，扩大制造业设备更新和技术改造投资。,数字化,2,数字化,数字化,经济
,数字,2,数字,数字,加快
,投资,2,适用技术,适用技术,产业
,适用技术,1,推广先进,推广先进,数字
,设备,1,传统产业,传统产业,促进
,绿色,1,智能化,智能化,加大
,经济,1,技术改造,技术改造,力度
,更新,1,产业化,产业化,绿色
,智能化,1,大力发展,大力发展,新型
,新型,1,投资,投资,基础设施
,改造,1,基础设施,基础设施,制造业
,推广先进,1,新型,新型,智能化
,技术改造,1,绿色,绿色,数字化
,扩大,1,更新,更新,产业化
,大力发展,1,改造,改造,改造
,基础设施,1,,,
,加快,1,,,
,加大,1,,,
,力度,1,,,
,制造业,1,,,
,促进,1,,,
,传统产业,1,,,
,产业化,1,,,
,产业,1,,,
,,,,,
科技自立自强是促进发展大局的根本支撑。在抗击新冠肺炎疫情、应对外部经济环境变化、抵御外部势力打压的进程中，我们高度重视科技的重大作用，用科学防治降服病魔、保障人民生命健康，用科技创新保持产业链供应链运行，用加快突破“卡脖子”的关键核心技术保证经济安全、推动实现高质量发展。实践再次证明，只要秉持科学精神、把握科学规律、大力推动自主创新，我们就一定能够把国家发展建立在更加安全、更为可靠的基础之上。,科技,3,科技,科技,创新
,科学,3,科学,科学,科技
,发展,3,自立自强,自立自强,发展
,经济,2,卡脖子,卡脖子,经济
,推动,2,新冠,新冠,国家
,我们,2,创新,创新,推动
,安全,2,安全,安全,加快
,创新,2,发展,发展,我们
,高质量,1,病魔,病魔,科学
,高度重视,1,推动,推动,自主
,降服,1,对外部,对外部,基础
,防治,1,秉持,秉持,实现
,重大,1,降服,降服,关键
,进程,1,供应链,供应链,重大
,运行,1,高质量,高质量,突破
,证明,1,,,
,规律,1,,,
,自立自强,1,,,
,自主,1,,,
,能够,1,,,
,肺炎,1,,,
,精神,1,,,
,突破,1,,,
,秉持,1,,,
,病魔,1,,,
,疫情,1,,,
,生命,1,,,
,环境,1,,,
,根本,1,,,
,核心技术,1,,,
,更加,1,,,
,更为,1,,,
,新冠,1,,,
,支撑,1,,,
,抵御,1,,,
,抗击,1,,,
,把握,1,,,
,打压,1,,,
,建立,1,,,
,对外部,1,,,
,实践,1,,,
,实现,1,,,
,大局,1,,,
,大力,1,,,
,外部,1,,,
,基础,1,,,
,国家,1,,,
,可靠,1,,,
,只要,1,,,
,变化,1,,,
,卡脖子,1,,,
,势力,1,,,
,加快,1,,,
,再次,1,,,
,关键,1,,,
,健康,1,,,
,保障,1,,,
,保证,1,,,
,保持,1,,,
,促进,1,,,
,供应链,1,,,
,作用,1,,,
,人民,1,,,
,产业链,1,,,
,之上,1,,,
,一定,1,,,
,,,,,
嫦娥五号任务作为我国复杂度最高、技术跨度最大的航天系统工程，首次实现了我国地外天体采样返回。这是发挥新型举国体制优势攻坚克难取得的又一重大成就，标志着中国航天向前迈出的一大步，将为深化人类对月球成因和太阳系演化历史的科学认知作出贡献。对你们的卓越功勋，祖国和人民将永远铭记！,我国,2,攻坚克难,攻坚克难,技术
,首次,1,复杂度,复杂度,我国
,铭记,1,地外,地外,科学
,重大成就,1,举国体制,举国体制,实现
,采样,1,中国航天,中国航天,发挥
,这是,1,五号,五号,人类
,返回,1,重大成就,重大成就,优势
,迈出,1,铭记,铭记,人民
,跨度,1,采样,采样,取得
,认知,1,我国,我国,深化
,航天,1,一大步,一大步,作为
,系统工程,1,作出贡献,作出贡献,新型
,科学,1,跨度,跨度,任务
,祖国,1,系统工程,系统工程,历史
,演化,1,嫦娥,嫦娥,航天
,深化,1,,,
,永远,1,,,
,标志,1,,,
,月球,1,,,
,最高,1,,,
,最大,1,,,
,新型,1,,,
,攻坚克难,1,,,
,技术,1,,,
,成因,1,,,
,实现,1,,,
,嫦娥,1,,,
,太阳系,1,,,
,天体,1,,,
,复杂度,1,,,
,地外,1,,,
,向前,1,,,
,取得,1,,,
,发挥,1,,,
,历史,1,,,
,卓越,1,,,
,功勋,1,,,
,你们,1,,,
,作出贡献,1,,,
,作为,1,,,
,优势,1,,,
,任务,1,,,
,人类,1,,,
,人民,1,,,
,五号,1,,,
,举国体制,1,,,
,中国航天,1,,,
,一大步,1,,,
,,,,,
人类探索太空的步伐永无止境。希望你们大力弘扬追逐梦想、勇于探索、协同攻坚、合作共赢的探月精神，一步一个脚印开启星际探测新征程，为建设航天强国、实现中华民族伟大复兴再立新功，为人类和平利用太空、推动构建人类命运共同体作出更大的开拓性贡献！,人类,3,太空,太空,建设
,太空,2,人类,人类,推动
,追逐,1,再立新功,再立新功,合作
,贡献,1,勇于探索,勇于探索,实现
,航天,1,探月,探月,人类
,精神,1,一步一个脚印,一步一个脚印,精神
,永无止境,1,永无止境,永无止境,构建
,步伐,1,开拓性,开拓性,希望
,梦想,1,和平利用,和平利用,强国
,构建,1,征程,征程,探索
,更大,1,攻坚,攻坚,贡献
,星际,1,弘扬,弘扬,作出
,攻坚,1,星际,星际,大力
,推动,1,共同体,共同体,协同
,探索,1,中华民族,中华民族,弘扬
,探测,1,,,
,探月,1,,,
,征程,1,,,
,强国,1,,,
,弘扬,1,,,
,开拓性,1,,,
,开启,1,,,
,建设,1,,,
,希望,1,,,
,实现,1,,,
,大力,1,,,
,复兴,1,,,
,和平利用,1,,,
,命运,1,,,
,合作,1,,,
,协同,1,,,
,勇于探索,1,,,
,再立新功,1,,,
,共同体,1,,,
,你们,1,,,
,作出,1,,,
,伟大,1,,,
,中华民族,1,,,
,一步一个脚印,1,,,
,,,,,
耕地就那么多，稳产增产根本出路在科技。以生物技术和信息技术为特征的新一轮农业科技革命正在孕育大的突破，各国都在抢占制高点。作为一个农业大国，我们绝不能落后。要坚持农业科技自立自强，加快推进农业关键核心技术攻关。我反复思考，感到有一条必须明确，就是农业现代化，种子是基础。我在这次中央经济工作会议上专门强调了这个问题。这设备那设备，这条件那条件，没有良种难以实现农业现代化！大豆等种子讲了多少年，但突破进度还是很不理想。要拿出攻破“卡脖子”技术的干劲，明确方向和目标，加快实施农业生物育种重大科技项目，早日实现重要农产品的种源自主可控。有关部门要在严格监管、风险可控前提下，加快推进生物育种研发应用。要加快打通科技进村入户的通道，促进政府公益性服务和市场社会化服务协同发力。既要用物联网、大数据等现代信息技术发展智慧农业，也要加快补上烘干仓储、冷链保鲜、农业机械等现代农业物质装备短板，特别是要加大农业重要装备自主研制力度，加强动植物防疫检疫体系、防灾减灾体系等建设。,农业,9,农业,农业,科技
,科技,5,科技,科技,发展
,加快,5,加快,加快,技术
,生物,3,生物,生物,建设
,重要,2,育种,育种,经济
,设备,2,可控,可控,加快
,装备,2,信息技术,信息技术,加强
,自主,2,自立自强,自立自强,我们
,育种,2,种子,种子,自主
,突破,2,自主,自主,重要
,种子,2,现代化,现代化,基础
,现代化,2,卡脖子,卡脖子,实现
,条件,2,发力,发力,体系
,服务,2,用物,用物,关键
,明确,2,冷链,冷链,推进
,推进,2,,,
,技术,2,,,
,可控,2,,,
,信息技术,2,,,
,体系,2,,,
,风险,1,,,
,项目,1,,,
,革命,1,,,
,难以实现,1,,,
,防疫,1,,,
,防灾,1,,,
,问题,1,,,
,重大,1,,,
,部门,1,,,
,那么,1,,,
,通道,1,,,
,进村,1,,,
,进度,1,,,
,这次,1,,,
,这个,1,,,
,还是,1,,,
,落后,1,,,
,良种,1,,,
,自立自强,1,,,
,联网,1,,,
,耕地,1,,,
,绝不能,1,,,
,经济,1,,,
,稳产,1,,,
,种源,1,,,
,社会化,1,,,
,研发,1,,,
,研制,1,,,
,短板,1,,,
,目标,1,,,
,监管,1,,,
,用物,1,,,
,理想,1,,,
,现代农业,1,,,
,现代,1,,,
,特征,1,,,
,特别,1,,,
,物质,1,,,
,烘干,1,,,
,没有,1,,,
,正在,1,,,
,检疫,1,,,
,根本,1,,,
,核心技术,1,,,
,有关,1,,,
,智慧,1,,,
,早日,1,,,
,既要,1,,,
,方向,1,,,
,新一轮,1,,,
,数据,1,,,
,政府,1,,,
,攻破,1,,,
,攻关,1,,,
,拿出,1,,,
,抢占,1,,,
,打通,1,,,
,我们,1,,,
,感到,1,,,
,思考,1,,,
,必须,1,,,
,强调,1,,,
,建设,1,,,
,应用,1,,,
,干劲,1,,,
,市场,1,,,
,工作,1,,,
,就是,1,,,
,实现,1,,,
,实施,1,,,
,孕育,1,,,
,大豆,1,,,
,大国,1,,,
,多少,1,,,
,增产,1,,,
,基础,1,,,
,坚持,1,,,
,各国,1,,,
,发展,1,,,
,发力,1,,,
,反复,1,,,
,卡脖子,1,,,
,协同,1,,,
,动植物,1,,,
,加强,1,,,
,加大,1,,,
,力度,1,,,
,前提,1,,,
,制高点,1,,,
,出路,1,,,
,减灾,1,,,
,冷链,1,,,
,农产品,1,,,
,农业机械,1,,,
,关键,1,,,
,公益性,1,,,
,入户,1,,,
,保鲜,1,,,
,促进,1,,,
,作为,1,,,
,会议,1,,,
,仓储,1,,,
,中央,1,,,
,严格,1,,,
,专门,1,,,
,一条,1,,,
,一个,1,,,
