原句,分词,词频,关键词(TF-IDF),关键词(TextRank),关键词(我们的方法)
,企业,4,块状,块状,战略
,知名品牌,3,集群,集群,企业
,建设,3,企业,企业,国际
,实施,3,标准化,标准化,自主
,集群,2,专利,专利,重要
,较强,2,,,
,起来,2,,,
,资源,2,,,
,结合,2,,,
,生产,2,,,
,水平,2,,,
,标准化,2,,,
,标准,2,,,
,支撑,2,,,
,推进,2,,,
,推动,2,,,
,拥有,2,,,
,大省,2,,,
,培育,2,,,
,块状,2,,,
,具有,2,,,
,优势,2,,,
,产业,2,,,
,为主,2,,,
,专利,2,,,
,不断,2,,,
,集聚,1,,,
,集团,1,,,
,附加值,1,,,
,重要,1,,,
,重点,1,,,
,逐步,1,,,
,近年来,1,,,
,运用,1,,,
,转变,1,,,
,越来越,1,,,
,贴牌,1,,,
,质量,1,,,
,计划,1,,,
,要素,1,,,
,若干个,1,,,
,自有,1,,,
,能力,1,,,
,综合,1,,,
,管理,1,,,
,简单,1,,,
,第四,1,,,
,离开,1,,,
,着力,1,,,
,核心,1,,,
,标志,1,,,
,显著标志,1,,,
,显现,1,,,
,日趋,1,,,
,无源之水,1,,,
,无本之木,1,,,
,方向,1,,,
,整合,1,,,
,整体,1,,,
,数量,1,,,
,效益,1,,,
,抓好,1,,,
,技术含量,1,,,
,技术,1,,,
,战略,1,,,
,我省,1,,,
,我们,1,,,
,成为,1,,,
,影响力,1,,,
,形成,1,,,
,带动,1,,,
,工作,1,,,
,尽快,1,,,
,实行,1,,,
,实现,1,,,
,实力,1,,,
,大力,1,,,
,多少,1,,,
,增强,1,,,
,基础,1,,,
,坚持,1,,,
,地区,1,,,
,国际,1,,,
,国家,1,,,
,商标,1,,,
,占有,1,,,
,区域,1,,,
,努力,1,,,
,加快,1,,,
,制度,1,,,
,初级,1,,,
,创造,1,,,
,创牌,1,,,
,创新能力,1,,,
,创新型,1,,,
,创建,1,,,
,切实,1,,,
,充分发挥,1,,,
,依托,1,,,
,作用,1,,,
,以及,1,,,
,产品,1,,,
,产业化,1,,,
,一批,1,,,
,一个,1,,,
,,,,,
第五，坚持改革创新、开放集成，进一步增强自主创新的动力和活力。一个国家、一个地区自主创新的能力，从根本上说，取决于它集聚、配置和激活创新要素的水平。以开放的思路、市场的办法集聚和配置创新要素，推动科技进步与创新，是我省科技工作的一大特点和优势。完善的体制催生创新动力，健全的机制激发创新活力。建设创新型省份，要继续抓好体制机制创新，建立健全技术创新机制和现代知识产权制度，降低企业技术创新成本，增强企业技术创新动力。深化科研体制改革，鼓励发展民营科研机构，做强做大一批重点科研院所。加快高校重点学科建设，支持浙江大学和中国美术学院向世界一流大学发展，支持有条件的省属高校建设成为研究型大学或教学研究型大学，大力发展职业技术教育。深化科技管理体制改革，优化科技经费使用结构，提高科技经费的使用绩效。充分发挥市场在配置科技资源中的基础性作用，优化科技资源配置，加快科技成果转化，促进技术、市场与资本的紧密结合，进一步解决好科技与经济“两张皮”的问题。自主创新，绝不排斥开放与集成，也不否定引进先进技术，更不是要关起门来自己一切从头干起，而是要充分利用对外开放的有利条件，站在人类优秀文明的基石上，瞄准世界科技发展的最前沿，揽四方菁华，纳八面来风。要在全国乃至全球范围配置创新资源，为我所用，以开放促创新。积极整合现有技术，推进集成创新，鼓励企业在引进国外先进技术的同时，切实抓好消化、吸收和再创新工作。紧紧把握大力加强对外科技交流与合作，联合建设长三角一体化的区域创新体系，继续引进大院名校，有重点地培育一批自主创新能力居全国同行前列的科研机构，建设一批国家和省部级重点实验室和试验基地，不断集聚和增强科技创新力量。,创新,16,创新,创新,创新
,科技,9,科技,科技,科技
,技术,5,自主,自主,发展
,建设,5,开放,开放,技术
,配置,4,技术创新,技术创新,建设
,自主,4,集聚,集聚,经济
,开放,4,集成,集成,国家
,集聚,3,建设,建设,推动
,集成,3,配置,配置,加快
,重点,3,技术,技术,合作
,机制,3,研究型,研究型,世界
,技术创新,3,引进,引进,企业
,引进,3,一批,一批,自主
,市场,3,机制,机制,体系
,增强,3,科研机构,科研机构,推进
,发展,3,,,
,动力,3,,,
,企业,3,,,
,一批,3,,,
,鼓励,2,,,
,高校,2,,,
,进一步,2,,,
,资源,2,,,
,要素,2,,,
,经费,2,,,
,科研机构,2,,,
,研究型,2,,,
,深化,2,,,
,活力,2,,,
,支持,2,,,
,工作,2,,,
,大学,2,,,
,国家,2,,,
,加快,2,,,
,全国,2,,,
,先进,2,,,
,使用,2,,,
,体制改革,2,,,
,体制,2,,,
,优化,2,,,
,世界,2,,,
,一个,2,,,
,降低,1,,,
,问题,1,,,
,长三角,1,,,
,重点学科,1,,,
,转化,1,,,
,资源配置,1,,,
,资本,1,,,
,试验,1,,,
,解决,1,,,
,菁华,1,,,
,范围,1,,,
,自己,1,,,
,能力,1,,,
,联合,1,,,
,职业,1,,,
,而是,1,,,
,绩效,1,,,
,继续抓好,1,,,
,继续,1,,,
,绝不,1,,,
,结构,1,,,
,经济,1,,,
,紧紧,1,,,
,紧密结合,1,,,
,管理,1,,,
,第五,1,,,
,积极,1,,,
,科研院所,1,,,
,科研,1,,,
,科技进步,1,,,
,科技成果,1,,,
,科技交流,1,,,
,知识产权,1,,,
,瞄准,1,,,
,省部级,1,,,
,省属,1,,,
,省份,1,,,
,现有,1,,,
,现代,1,,,
,特点,1,,,
,激活,1,,,
,激发,1,,,
,消化,1,,,
,浙江大学,1,,,
,水平,1,,,
,民营,1,,,
,条件,1,,,
,有利条件,1,,,
,最前沿,1,,,
,文明,1,,,
,整合,1,,,
,教育,1,,,
,教学,1,,,
,改革,1,,,
,提高,1,,,
,推进,1,,,
,推动,1,,,
,排斥,1,,,
,抓好,1,,,
,把握,1,,,
,我省,1,,,
,成本,1,,,
,成为,1,,,
,思路,1,,,
,建立健全,1,,,
,干起,1,,,
,对外开放,1,,,
,对外,1,,,
,实验室,1,,,
,完善,1,,,
,大院,1,,,
,大力发展,1,,,
,大力加强,1,,,
,基础性,1,,,
,基石,1,,,
,基地,1,,,
,培育,1,,,
,坚持,1,,,
,地区,1,,,
,国外,1,,,
,四方,1,,,
,吸收,1,,,
,否定,1,,,
,名校,1,,,
,同行,1,,,
,同时,1,,,
,合作,1,,,
,取决于,1,,,
,区域,1,,,
,办法,1,,,
,力量,1,,,
,前列,1,,,
,制度,1,,,
,创新能力,1,,,
,创新型,1,,,
,切实,1,,,
,关起门来,1,,,
,八面来风,1,,,
,全球,1,,,
,充分发挥,1,,,
,充分利用,1,,,
,催生,1,,,
,健全,1,,,
,做强,1,,,
,促进,1,,,
,作用,1,,,
,体系,1,,,
,优秀,1,,,
,优势,1,,,
,从根本上,1,,,
,从头,1,,,
,人类,1,,,
,乃至,1,,,
,为我所用,1,,,
,中国美术学院,1,,,
,两张皮,1,,,
,不是,1,,,
,不断,1,,,
,一流大学,1,,,
,一大,1,,,
,一切,1,,,
,一体化,1,,,
,,,,,
第六，坚持以人才为本，建设造就一支结构合理、素质优良、实力强劲的创新人才队伍。自主创新，人才为先，人才为本。人才是最宝贵、最重要的战略资源。从一定意义上说，自然资源是有限的，而人类的智力资源是无限的，谁拥有一流的创新人才，谁就拥有一流的发展优势。因此，建设创新型省份，关键是要培养造就大批高素质的具有蓬勃创新精神的科技人才，努力形成人才辈出的局面，让自主创新的源泉充分涌流。各级领导干部要强化人才资源是第一资源的意识，做到求贤若渴，爱才如命，惜才如金，唯才是用，以强烈的责任感和紧迫感来培养造就和使用好人才。认真贯彻尊重劳动、尊重知识、尊重人才、尊重创造的方针，全面实施人才强省战略，加快推进“百千万科技创新人才工程”和“创新领军人才计划”，努力建设一支规模宏大、结构合理、素质优良的创新型人才队伍。继续把教育放在优先发展的战略位置，加快教育结构调整，全面实施素质教育，深化教育体制改革，培养更具创新能力的人才。高度重视人才引进，拆除围墙，降低门槛，敞开大门，开辟“绿色通道”，积极吸引各类创新人才特别是海外留学人员来浙江工作、为浙江服务。完善人才激励机制，更好地落实和完善技术要素参与分配的政策，加大科技奖励力度，充分调动创新人才和科技人员的积极性、创造性。希望广大科技工作者做自主创新的先锋，做拼搏奉献的楷模，努力在创新型省份建设中建功立业。对于广大科技工作者，各级党委、政府要在政治上多关心，工作上多支持，生活上多解决实际问题，待遇上适当倾斜，努力为他们施展聪明才智创造机会和提供舞台。,人才,14,人才,人才,创新
,创新,10,创新,创新,科技
,科技,4,创新型,创新型,发展
,建设,4,造就,造就,技术
,努力,4,努力,努力,建设
,造就,3,为本,为本,加快
,资源,3,科技,科技,人才
,自主,3,人才队伍,人才队伍,战略
,教育,3,结构合理,结构合理,自主
,战略,3,自主,自主,重要
,培养,3,全面实施,全面实施,关键
,创新型,3,培养,培养,推进
,结构合理,2,建设,建设,坚持
,素质,2,战略,战略,人类
,省份,2,教育,教育,优势
,浙江,2,,,
,拥有,2,,,
,广大,2,,,
,工作者,2,,,
,工作,2,,,
,尊重,2,,,
,完善,2,,,
,加快,2,,,
,创造,2,,,
,全面实施,2,,,
,优良,2,,,
,人才队伍,2,,,
,为本,2,,,
,一流,2,,,
,一支,2,,,
,高素质,1,,,
,高度重视,1,,,
,领导,1,,,
,领军,1,,,
,降低,1,,,
,问题,1,,,
,门槛,1,,,
,重要,1,,,
,适当,1,,,
,责任感,1,,,
,认真贯彻,1,,,
,计划,1,,,
,解决,1,,,
,规模宏大,1,,,
,要素,1,,,
,蓬勃,1,,,
,落实,1,,,
,舞台,1,,,
,自然资源,1,,,
,聪明才智,1,,,
,绿色通道,1,,,
,继续,1,,,
,结构调整,1,,,
,紧迫感,1,,,
,素质教育,1,,,
,精神,1,,,
,第六,1,,,
,第一,1,,,
,积极性,1,,,
,积极,1,,,
,科技人才,1,,,
,科技人员,1,,,
,百千万,1,,,
,留学人员,1,,,
,生活,1,,,
,特别,1,,,
,爱才如命,1,,,
,激励机制,1,,,
,源泉,1,,,
,深化,1,,,
,涌流,1,,,
,海外,1,,,
,求贤若渴,1,,,
,楷模,1,,,
,机会,1,,,
,服务,1,,,
,有限,1,,,
,更好,1,,,
,更具,1,,,
,智力,1,,,
,无限,1,,,
,施展,1,,,
,方针,1,,,
,敞开大门,1,,,
,政策,1,,,
,政府,1,,,
,放在,1,,,
,支持,1,,,
,提供,1,,,
,推进,1,,,
,拼搏,1,,,
,拆除,1,,,
,技术,1,,,
,意识,1,,,
,意义,1,,,
,待遇,1,,,
,形成,1,,,
,强省,1,,,
,强烈,1,,,
,强化,1,,,
,强劲,1,,,
,引进,1,,,
,开辟,1,,,
,建功立业,1,,,
,干部,1,,,
,希望,1,,,
,工程,1,,,
,局面,1,,,
,尊重知识,1,,,
,尊重人才,1,,,
,对于,1,,,
,实际,1,,,
,实力,1,,,
,宝贵,1,,,
,如金,1,,,
,奖励,1,,,
,奉献,1,,,
,大批,1,,,
,坚持,1,,,
,在政治上,1,,,
,围墙,1,,,
,因此,1,,,
,唯才,1,,,
,吸引,1,,,
,各级党委,1,,,
,各级,1,,,
,各类,1,,,
,发展,1,,,
,参与,1,,,
,劳动,1,,,
,加大,1,,,
,力度,1,,,
,创造性,1,,,
,创新能力,1,,,
,分配,1,,,
,具有,1,,,
,关键,1,,,
,关心,1,,,
,先锋,1,,,
,充分调动,1,,,
,充分,1,,,
,做到,1,,,
,倾斜,1,,,
,使用,1,,,
,体制改革,1,,,
,位置,1,,,
,优势,1,,,
,优先发展,1,,,
,他们,1,,,
,人类,1,,,
,人才辈出,1,,,
,人才资源,1,,,
,为先,1,,,
,一定,1,,,
,,,,,
党的十六大以来，我们在以胡锦涛同志为总书记的党中央领导下，以科学发展观统领全局，坚持“干在实处、走在前列”，在推进浙江全面发展跃上新台阶的同时，“三农”工作也取得了突破性进展。,领导,1,十六大,十六大,发展
,进展,1,实处,实处,我们
,跃上,1,跃上,跃上,科学
,胡锦涛,1,新台阶,新台阶,推进
,统领,1,突破性,突破性,坚持
,突破性,1,三农,三农,工作
,科学,1,全局,全局,全面
,浙江,1,发展观,发展观,取得
,新台阶,1,总书记,总书记,领导
,推进,1,胡锦涛,胡锦涛,同时
,我们,1,党中央,党中央,以来
,总书记,1,统领,统领,浙江
,工作,1,前列,前列,党中央
,实处,1,进展,进展,前列
,坚持,1,同志,同志,全局
,同时,1,,,
,同志,1,,,
,取得,1,,,
,发展观,1,,,
,发展,1,,,
,十六大,1,,,
,前列,1,,,
,全面,1,,,
,全局,1,,,
,党中央,1,,,
,以来,1,,,
,三农,1,,,
,,,,,
发展农村现代产业，需要着力转变农业增长方式，用现代发展理念指导农业，用现代生产要素投入农业，用现代生产方式改造农业。要抓住当前科技进步、产业重组、生产要素转移加快的极好机遇，建立现代生产要素流向农业、现代生产方式改造农业的机制，进一步加大“科技兴农”的力度。包括制定支持工商企业投资农业，鼓励现代经营管理方式改造农业，引导资本、技术、人才等要素流向农业，鼓励利用国际国内资源，在更广领域上促进农业资源的优化配置等政策措施，促进农业与工业、农业与服务业的融合，提高农业的产业化、国际化、现代化水平。我省民营经济发达，民营企业大多来自农村又乐于反哺农业。我们要积极调动这方面的积极性，充分发挥这方面的优势。当前，要继续以发展高效生态农业为主攻方向，加快建设农村现代产业体系，集中力量培育一批有比较优势、有竞争力的农业主导产业，形成一批区域化布局、产业化经营、品牌化产品的特色农业块状经济，形成一批带动能力强的农业龙头企业，全面实现传统农业向现代农业的转变。同时，进一步高度重视提高粮食生产、流通、储备和调控能力，做到“产粮于田”、“购粮于市”、“储粮于库”、“稳粮安民”。,农业,18,农业,农业,发展
,现代,8,现代,现代,技术
,要素,4,要素,要素,建设
,生产,4,改造,改造,经济
,改造,3,一批,一批,加快
,发展,3,农村,农村,产业
,农村,3,生产,生产,我们
,产业,3,产业,产业,领域
,一批,3,产业化,产业化,人才
,鼓励,2,生产方式,生产方式,国际
,进一步,2,流向,流向,体系
,这方面,2,这方面,这方面,农业
,转变,2,科技兴农,科技兴农,提高
,资源,2,鼓励,鼓励,优势
,能力,2,转变,转变,资源
,经营,2,,,
,经济,2,,,
,生产方式,2,,,
,流向,2,,,
,方式,2,,,
,提高,2,,,
,形成,2,,,
,当前,2,,,
,加快,2,,,
,促进,2,,,
,优势,2,,,
,产业化,2,,,
,龙头企业,1,,,
,高效,1,,,
,高度重视,1,,,
,领域,1,,,
,需要,1,,,
,集中力量,1,,,
,重组,1,,,
,配置,1,,,
,转移,1,,,
,资本,1,,,
,购粮,1,,,
,调控,1,,,
,调动,1,,,
,融合,1,,,
,继续,1,,,
,粮食,1,,,
,管理,1,,,
,竞争力,1,,,
,稳粮,1,,,
,积极性,1,,,
,积极,1,,,
,科技进步,1,,,
,科技兴农,1,,,
,着力,1,,,
,生态农业,1,,,
,理念,1,,,
,现代化,1,,,
,现代农业,1,,,
,特色,1,,,
,流通,1,,,
,水平,1,,,
,民营企业,1,,,
,民营,1,,,
,比较,1,,,
,极好,1,,,
,来自,1,,,
,机遇,1,,,
,机制,1,,,
,服务业,1,,,
,方向,1,,,
,政策措施,1,,,
,支持,1,,,
,指导,1,,,
,投资,1,,,
,投入,1,,,
,抓住,1,,,
,技术,1,,,
,我省,1,,,
,我们,1,,,
,引导,1,,,
,建设,1,,,
,建立,1,,,
,带动,1,,,
,布局,1,,,
,工商企业,1,,,
,工业,1,,,
,安民,1,,,
,大多,1,,,
,增长,1,,,
,培育,1,,,
,块状,1,,,
,国际化,1,,,
,国际,1,,,
,国内,1,,,
,品牌化,1,,,
,同时,1,,,
,发达,1,,,
,反哺,1,,,
,区域化,1,,,
,包括,1,,,
,加大,1,,,
,力度,1,,,
,制定,1,,,
,利用,1,,,
,全面实现,1,,,
,充分发挥,1,,,
,储粮,1,,,
,储备,1,,,
,做到,1,,,
,体系,1,,,
,传统,1,,,
,优化,1,,,
,人才,1,,,
,产粮,1,,,
,产品,1,,,
,于田,1,,,
,于库,1,,,
,于市,1,,,
,乐于,1,,,
,主导产业,1,,,
,为主,1,,,
,,,,,
发展农村现代产业，需要着力转变农业增长方式，用现代发展理念指导农业，用现代生产要素投入农业，用现代生产方式改造农业。要抓住当前科技进步、产业重组、生产要素转移加快的极好机遇，建立现代生产要素流向农业、现生产方式改造农业的机制，进一步加大“科技兴农”的力度。包括制定支持工商企业投资农业，鼓励现代经营管理方式改造农业，引导资本、技术、人才等要素流向农业，鼓励利用国际国内资源，在更广领域上促进农业资源的优化配置等政策措施，促进农业与工业、农业与服务业的融合，提高农业的产业化、国际化、现代化水平。,农业,13,农业,农业,发展
,现代,6,现代,现代,技术
,要素,4,要素,要素,加快
,生产,3,改造,改造,产业
,改造,3,生产方式,生产方式,领域
,鼓励,2,流向,流向,人才
,资源,2,科技兴农,科技兴农,国际
,生产方式,2,生产,生产,农业
,流向,2,鼓励,鼓励,提高
,方式,2,促进,促进,资源
,发展,2,产业,产业,促进
,促进,2,资源,资源,融合
,产业,2,工商企业,工商企业,支持
,领域,1,科技进步,科技进步,水平
,需要,1,方式,方式,需要
,重组,1,,,
,配置,1,,,
,进一步,1,,,
,转移,1,,,
,转变,1,,,
,资本,1,,,
,融合,1,,,
,经营,1,,,
,管理,1,,,
,科技进步,1,,,
,科技兴农,1,,,
,着力,1,,,
,理念,1,,,
,现代化,1,,,
,水平,1,,,
,极好,1,,,
,机遇,1,,,
,机制,1,,,
,服务业,1,,,
,政策措施,1,,,
,支持,1,,,
,提高,1,,,
,指导,1,,,
,投资,1,,,
,投入,1,,,
,抓住,1,,,
,技术,1,,,
,当前,1,,,
,引导,1,,,
,建立,1,,,
,工商企业,1,,,
,工业,1,,,
,增长,1,,,
,国际化,1,,,
,国际,1,,,
,国内,1,,,
,包括,1,,,
,加快,1,,,
,加大,1,,,
,力度,1,,,
,制定,1,,,
,利用,1,,,
,农村,1,,,
,优化,1,,,
,人才,1,,,
,产业化,1,,,
,,,,,
科学技术是第一生产力，自主创新是第一竞争力。抓住了自主创新，就抓住了科学技术发展的战略基点，就抓住了结构调整和增长方式转变的中心环节，就抓住了把握战略机遇期、实现经济长期稳定较快发展的关键。我们一定要增强自主创新的紧迫感和责任感，以背水一战的勇气，过华山天险的气魄，攀科学高峰的智慧，加快创新型省份建设，坚定不移地走科技进步和自主创新之路，推动浙江经济社会切实转入科学发展的轨道。,自主,4,自主,自主,创新
